1,5.999998,FN
0,6.381999,TP
2,0.8659999,TP
-1,-1,FP
1,0.516,TP
-1,-1,FP
-1,-1,FP
-1,-1,FP
-1,-1,FP
-1,-1,FP
-1,-1,FP
-1,-1,FP
-1,-1,FP
-1,-1,FP
-1,-1,FP
2,1.533,TP
4,1.167,TP
0,2.066,TP
2,6.000001,FN
0,1.117,TP
1,7.000004,FN
4,1.65,TP
3,8,FN
4,7.016003,FN
3,7.999999,FN
2,6.999995,FN
3,10,FN
0,4.999999,FN
3,8.000001,FN
1,7.016,FN
3,8.000004,FN
4,7.000001,FN
3,8.000004,FN
2,3.999998,FN
4,5.003001,FN
2,4.012998,FN
34,actual
