2,0.98329,TP
0,3.600744,TP
2,2.450075,TP
1,0.7162249,TP
2,1.11669,TP
4,2.716394,TP
-1,-1,FP
3,2.450086,TP
1,0.767515,TP
0,1.93302,TP
2,0.71662,TP
3,0.48302,TP
0,3.783306,TP
4,0.7499301,TP
1,1.833364,TP
0,2.333276,TP
1,1.43346,TP
0,1.283095,TP
1,3.034076,TP
2,0.81679,TP
0,0.9833151,TP
1,0.48332,TP
0,0.6331149,TP
4,0.5494551,TP
-1,-1,FP
1,0.6503251,TP
3,1.99989,TP
39,actual
30,counted
